name,"Country of Origin","Unit of Quantity",Product description,product_code
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, ""alligator jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 HM Forceps Insert",33462HM
CLICKLINE REDDICK-OLSEN Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 KJ Forceps Insert",33462KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 LF Forceps Insert",33462LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 LFD Forceps Insert",33462LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MD Forceps Insert",33462MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, with multiple teeth, width of jaws 4.8 mm, for atraumatic and accurate grasping, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 ME Forceps Insert",33462ME
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, ""tiger jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connection for cleaning, single action jaws, 2 x 4 teeth, for grasping and removal of solid organs, in particular during adhesiolyses, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MG Forceps Insert",33462MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, long, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 ML Forceps Insert",33462ML
CLICKLINE Dissecting Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, slender and curved jaws, large reservoir, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MM Forceps Insert",33462MM
CLICKLINE MOURET Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, slender, atraumatic, fenestrated, size 5 mm, length 43 cm, consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MN Forceps Insert",33462MN
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, ""duckbill jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, blunt, specially designed for extended clinching of tissue to effect mechanical hemostasis, size 5 mm, length 43 cm, consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MS Forceps Insert",33462MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, ""duckbill jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, blunt, specially designed for partial clinching of tissue to effect mechanical hemostasis, size 5 mm, length 43 cm, consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MT Forceps Insert",33462MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, conical, blunt, specially designed for extended clinching of tissue to effect mechanical hemostasis, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MV Forceps Insert",33462MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, with especially fine atraumatic serration, fenestrated, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 ON Forceps Insert",33462ON
CLICKLINE Dissecting Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, right-angled jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 R Forceps Insert",33462R
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, robust, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 UL Forceps Insert",33462UL
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 A Forceps Insert",33463A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 AF Forceps Insert",33463AF
CLICKLINE MOURET Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, distal end serrated, slender, long jaw reservoir, size 5 mm, length 43 cm, consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 AK Forceps Insert",33463AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, with multiple teeth, fenestrated, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 BA Forceps Insert",33463BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, with multiple teeth, fenestrated, long, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 BB Forceps Insert",33463BB
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 C Forceps Insert",33463C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, fenestrated, curved, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 CC Forceps Insert",33463CC
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, short, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 CK Forceps Insert",33463CK
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DF Forceps Insert",33463DF
CLICKLINE Dissecting Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, ""dolphin nose"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DN Forceps Insert",33463DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DY Forceps Insert",33463DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DYD Forceps Insert",33463DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 FG Forceps Insert",33463FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, 2 x 3 teeth, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 FM Forceps Insert",33463FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, 2 x 4 teeth, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 G Forceps Insert",33463G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, ""alligator jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 HM Forceps Insert",33463HM
CLICKLINE REDDICK-OLSEN Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 KJ Forceps Insert",33463KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 LF Forceps Insert",33463LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33163 Metal Handle, with hemostat style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 LFD Forceps Insert",33463LFD
